0; 0
10; 0
20; 0
30; 0
40; 0
50; 0
60; 0
70; 2
80; 3
90; 3
100; 3
110; 3
120; 3
130; 4
140; 5
150; 7
160; 8
170; 9
180; 9
190; 9
200; 14
210; 14
220; 16
230; 20
240; 21
250; 23
260; 25
270; 26
280; 28
290; 31
300; 31
310; 31
320; 33
330; 34
340; 35
350; 37
360; 38
370; 39
380; 41
390; 45
400; 49
410; 51
420; 51
430; 52
440; 54
450; 55
460; 58
470; 58
480; 58
490; 61
500; 61
510; 64
520; 66
530; 69
540; 72
550; 73
560; 76
570; 80
580; 81
590; 81
600; 82
610; 83
620; 83
630; 83
640; 83
650; 84
660; 86
670; 86
680; 88
690; 88
700; 88
710; 89
720; 89
730; 89
740; 89
750; 89
760; 89
770; 90
780; 90
790; 90
800; 91
810; 93
820; 95
830; 95
840; 95
850; 96
860; 96
870; 96
880; 96
890; 96
900; 96
910; 96
920; 96
930; 96
940; 97
950; 98
960; 99
970; 99
980; 99
990; 99
1000; 99
1010; 99
1020; 99
1030; 99
1040; 99
1050; 99
1060; 99
1070; 99
1080; 99
1090; 100
1100; 100
