0; 0
10; 0
20; 0
30; 1
40; 1
50; 1
60; 1
70; 1
80; 1
90; 1
100; 1
110; 1
120; 1
130; 1
140; 3
150; 3
160; 4
170; 5
180; 6
190; 6
200; 6
210; 13
220; 17
230; 31
240; 52
250; 57
260; 59
270; 60
280; 64
290; 67
300; 68
310; 69
320; 71
330; 72
340; 74
350; 77
360; 78
370; 78
380; 79
390; 81
400; 82
410; 82
420; 82
430; 83
440; 87
450; 88
460; 88
470; 89
480; 89
490; 92
500; 93
510; 93
520; 93
530; 93
540; 94
550; 94
560; 95
570; 95
580; 95
590; 95
600; 95
610; 95
620; 95
630; 95
640; 95
650; 95
660; 96
670; 96
680; 96
690; 96
700; 96
710; 97
720; 97
730; 97
740; 97
750; 97
760; 97
770; 97
780; 98
790; 98
800; 98
810; 98
820; 98
830; 98
840; 98
850; 98
860; 98
870; 98
880; 98
890; 98
900; 98
910; 98
920; 98
930; 99
940; 99
950; 99
960; 99
970; 99
980; 99
990; 99
1000; 99
1010; 99
1020; 99
1030; 99
1040; 99
1050; 99
1060; 99
1070; 99
1080; 99
1090; 99
1100; 99
1110; 99
1120; 99
1130; 99
1140; 99
1150; 99
1160; 99
1170; 99
1180; 99
1190; 99
1200; 99
1210; 99
1220; 99
1230; 99
1240; 99
1250; 99
1260; 99
1270; 99
1280; 99
1290; 99
1300; 99
1310; 99
1320; 99
1330; 99
1340; 99
1350; 99
1360; 99
1370; 99
1380; 99
1390; 99
1400; 99
1410; 99
1420; 99
1430; 99
1440; 99
1450; 99
1460; 99
1470; 99
1480; 99
1490; 99
1500; 99
1510; 99
1520; 99
1530; 99
1540; 99
1550; 99
1560; 99
1570; 99
1580; 99
1590; 99
1600; 99
1610; 99
1620; 99
1630; 99
1640; 99
1650; 99
1660; 99
1670; 99
1680; 99
1690; 99
1700; 99
1710; 99
1720; 99
1730; 99
1740; 99
1750; 99
1760; 99
1770; 99
1780; 99
1790; 99
1800; 99
1810; 99
1820; 99
1830; 99
1840; 99
1850; 99
1860; 99
1870; 99
1880; 99
1890; 99
1900; 99
1910; 99
1920; 99
1930; 99
1940; 99
1950; 99
1960; 99
1970; 99
1980; 99
1990; 99
2000; 99
2010; 99
2020; 99
2030; 99
2040; 99
2050; 99
2060; 99
2070; 99
2080; 99
2090; 99
2100; 99
2110; 99
2120; 99
2130; 99
2140; 99
2150; 99
2160; 99
2170; 99
2180; 99
2190; 99
2200; 99
2210; 99
2220; 99
2230; 99
2240; 99
2250; 99
2260; 99
2270; 99
2280; 99
2290; 99
2300; 99
2310; 99
2320; 99
2330; 99
2340; 100
