0; 0
10; 0
20; 0
30; 0
40; 0
50; 2
60; 2
70; 3
80; 3
90; 4
100; 4
110; 17
120; 43
130; 49
140; 55
150; 58
160; 61
170; 62
180; 64
190; 68
200; 72
210; 74
220; 78
230; 82
240; 83
250; 83
260; 84
270; 85
280; 85
290; 85
300; 85
310; 87
320; 88
330; 89
340; 89
350; 90
360; 90
370; 92
380; 92
390; 92
400; 94
410; 96
420; 97
430; 97
440; 97
450; 97
460; 97
470; 97
480; 97
490; 97
500; 98
510; 99
520; 99
530; 99
540; 99
550; 99
560; 99
570; 99
580; 99
590; 99
600; 99
610; 99
620; 99
630; 99
640; 99
650; 99
660; 99
670; 99
680; 99
690; 99
700; 99
710; 99
720; 99
730; 99
740; 99
750; 99
760; 99
770; 99
780; 99
790; 99
800; 99
810; 99
820; 99
830; 99
840; 99
850; 99
860; 99
870; 99
880; 99
890; 99
900; 99
910; 99
920; 99
930; 99
940; 99
950; 99
960; 99
970; 99
980; 99
990; 99
1000; 100
1010; 100
