0; 0
10; 0
20; 0
30; 0
40; 0
50; 1
60; 1
70; 1
80; 1
90; 2
100; 2
110; 2
120; 2
130; 2
140; 2
150; 2
160; 2
170; 2
180; 2
190; 3
200; 3
210; 5
220; 6
230; 6
240; 6
250; 8
260; 9
270; 9
280; 9
290; 9
300; 9
310; 9
320; 10
330; 10
340; 11
350; 13
360; 15
370; 15
380; 16
390; 17
400; 17
410; 17
420; 18
430; 18
440; 18
450; 19
460; 19
470; 19
480; 19
490; 20
500; 20
510; 20
520; 21
530; 22
540; 23
550; 24
560; 26
570; 26
580; 27
590; 27
600; 27
610; 28
620; 28
630; 28
640; 28
650; 28
660; 28
670; 28
680; 28
690; 28
700; 29
710; 29
720; 29
730; 31
740; 31
750; 33
760; 33
770; 33
780; 34
790; 34
800; 35
810; 36
820; 36
830; 36
840; 37
850; 37
860; 37
870; 38
880; 39
890; 39
900; 39
910; 39
920; 40
930; 40
940; 40
950; 40
960; 41
970; 42
980; 43
990; 43
1000; 43
1010; 44
1020; 45
1030; 45
1040; 45
1050; 47
1060; 47
1070; 47
1080; 48
1090; 48
1100; 48
1110; 48
1120; 49
1130; 50
1140; 50
1150; 50
1160; 50
1170; 51
1180; 51
1190; 51
1200; 52
1210; 53
1220; 53
1230; 53
1240; 54
1250; 54
1260; 56
1270; 57
1280; 57
1290; 58
1300; 60
1310; 60
1320; 60
1330; 62
1340; 63
1350; 63
1360; 63
1370; 63
1380; 63
1390; 64
1400; 65
1410; 66
1420; 66
1430; 66
1440; 68
1450; 71
1460; 72
1470; 72
1480; 72
1490; 72
1500; 73
1510; 73
1520; 73
1530; 73
1540; 74
1550; 74
1560; 74
1570; 74
1580; 75
1590; 75
1600; 75
1610; 75
1620; 76
1630; 76
1640; 78
1650; 78
1660; 79
1670; 79
1680; 79
1690; 79
1700; 79
1710; 79
1720; 79
1730; 79
1740; 79
1750; 79
1760; 80
1770; 80
1780; 80
1790; 81
1800; 81
1810; 81
1820; 82
1830; 82
1840; 82
1850; 82
1860; 83
1870; 83
1880; 83
1890; 83
1900; 83
1910; 83
1920; 84
1930; 85
1940; 86
1950; 86
1960; 86
1970; 87
1980; 87
1990; 88
2000; 88
2010; 88
2020; 88
2030; 88
2040; 88
2050; 88
2060; 89
2070; 89
2080; 89
2090; 89
2100; 89
2110; 89
2120; 89
2130; 90
2140; 90
2150; 90
2160; 90
2170; 90
2180; 90
2190; 90
2200; 90
2210; 90
2220; 90
2230; 90
2240; 90
2250; 90
2260; 90
2270; 91
2280; 91
2290; 91
2300; 91
2310; 91
2320; 91
2330; 91
2340; 91
2350; 91
2360; 91
2370; 91
2380; 91
2390; 91
2400; 92
2410; 93
2420; 93
2430; 93
2440; 94
2450; 94
2460; 94
2470; 94
2480; 94
2490; 94
2500; 94
2510; 94
2520; 94
2530; 94
2540; 94
2550; 94
2560; 94
2570; 94
2580; 94
2590; 95
2600; 95
2610; 95
2620; 95
2630; 95
2640; 95
2650; 95
2660; 95
2670; 95
2680; 95
2690; 95
2700; 95
2710; 95
2720; 95
2730; 95
2740; 95
2750; 95
2760; 97
2770; 97
2780; 97
2790; 98
2800; 98
2810; 98
2820; 99
2830; 99
2840; 99
2850; 99
2860; 99
2870; 99
2880; 99
2890; 99
2900; 99
2910; 99
2920; 99
2930; 99
2940; 99
2950; 99
2960; 99
2970; 99
2980; 99
2990; 99
3000; 99
3010; 99
3020; 99
3030; 100
3040; 100
