0; 0
10; 0
20; 0
30; 1
40; 1
50; 1
60; 1
70; 1
80; 1
90; 1
100; 2
110; 3
120; 3
130; 4
140; 4
150; 4
160; 4
170; 5
180; 7
190; 7
200; 7
210; 7
220; 8
230; 10
240; 13
250; 15
260; 18
270; 18
280; 19
290; 19
300; 19
310; 19
320; 19
330; 22
340; 23
350; 23
360; 23
370; 23
380; 23
390; 24
400; 27
410; 29
420; 29
430; 32
440; 34
450; 35
460; 37
470; 41
480; 44
490; 44
500; 45
510; 47
520; 47
530; 48
540; 50
550; 50
560; 51
570; 51
580; 52
590; 52
600; 54
610; 57
620; 58
630; 58
640; 59
650; 60
660; 61
670; 64
680; 67
690; 69
700; 70
710; 71
720; 71
730; 72
740; 73
750; 73
760; 74
770; 74
780; 74
790; 76
800; 77
810; 78
820; 80
830; 80
840; 81
850; 83
860; 84
870; 85
880; 86
890; 87
900; 87
910; 89
920; 89
930; 89
940; 90
950; 91
960; 92
970; 92
980; 92
990; 92
1000; 92
1010; 92
1020; 92
1030; 93
1040; 93
1050; 93
1060; 93
1070; 93
1080; 94
1090; 94
1100; 96
1110; 96
1120; 96
1130; 96
1140; 96
1150; 96
1160; 96
1170; 96
1180; 97
1190; 97
1200; 97
1210; 98
1220; 98
1230; 99
1240; 99
1250; 99
1260; 99
1270; 99
1280; 99
1290; 99
1300; 99
1310; 99
1320; 99
1330; 99
1340; 99
1350; 99
1360; 99
1370; 99
1380; 99
1390; 99
1400; 99
1410; 99
1420; 99
1430; 99
1440; 99
1450; 99
1460; 99
1470; 99
1480; 99
1490; 99
1500; 99
1510; 99
1520; 99
1530; 99
1540; 99
1550; 99
1560; 99
1570; 99
1580; 99
1590; 99
1600; 99
1610; 100
1620; 100
