0; 0
10; 0
20; 0
30; 0
40; 0
50; 2
60; 2
70; 3
80; 3
90; 4
100; 4
110; 4
120; 4
130; 6
140; 8
150; 9
160; 9
170; 10
180; 12
190; 13
200; 16
210; 17
220; 20
230; 22
240; 26
250; 27
260; 28
270; 29
280; 30
290; 33
300; 36
310; 36
320; 36
330; 38
340; 38
350; 39
360; 40
370; 41
380; 42
390; 46
400; 47
410; 51
420; 51
430; 52
440; 55
450; 56
460; 57
470; 60
480; 61
490; 62
500; 63
510; 64
520; 64
530; 67
540; 71
550; 71
560; 72
570; 72
580; 73
590; 74
600; 75
610; 76
620; 78
630; 78
640; 79
650; 79
660; 79
670; 81
680; 84
690; 85
700; 86
710; 86
720; 87
730; 89
740; 89
750; 89
760; 89
770; 90
780; 92
790; 92
800; 92
810; 92
820; 92
830; 93
840; 93
850; 94
860; 94
870; 95
880; 95
890; 95
900; 96
910; 96
920; 96
930; 96
940; 96
950; 96
960; 96
970; 96
980; 96
990; 96
1000; 96
1010; 96
1020; 96
1030; 97
1040; 97
1050; 97
1060; 97
1070; 97
1080; 97
1090; 97
1100; 97
1110; 97
1120; 97
1130; 97
1140; 97
1150; 97
1160; 97
1170; 97
1180; 97
1190; 98
1200; 98
1210; 98
1220; 98
1230; 98
1240; 98
1250; 98
1260; 98
1270; 98
1280; 98
1290; 98
1300; 98
1310; 98
1320; 99
1330; 99
1340; 99
1350; 99
1360; 99
1370; 99
1380; 99
1390; 99
1400; 99
1410; 99
1420; 99
1430; 99
1440; 99
1450; 100
1460; 100
